amenity,ferry,name,operator,public_transport,wheelchair,addr:city,addr:housename,addr:housenumber,addr:postcode,addr:street,check_date,description,wikidata,level,railway,subway,network,operator:short,operator:wikidata,operator:wikipedia,internet_access,internet_access:fee,network:wikidata,next_train,onestop_screen,station,wikipedia,fax,isced:level,note,operator:type,phone,school:language,source,start_date,website,iata,railway:ref,ref:go_transit,ref:via_rail,train,ref,ref:amtrak,opendata:type,presto,fee,layer,parking,tram,departures_board,go_zone,owner,transfer,shelter,brand,brand:wikidata,brand:wikipedia,cuisine,gst_number,indoor_seating,opening_hours,outdoor_seating,store_ref,takeaway,washroom,maxheight,noexit,addr:floor,atm,branch,brand:en,brand:fr,name:en,name:fr,official_name,denomination,religion,service_times,entrance,dispensing,healthcare,official_name:en,official_name:fr,alt_name,shop,access,addr:province,name:uk,air_conditioning,diet:vegan,diet:vegetarian,payment:cash,payment:credit_cards,payment:debit_cards,recycling:coffee_cups,smoking,drive_through,opening_hours:drive_through,toilets:wheelchair,payment:coins,payment:interac,payment:mastercard,payment:notes,payment:visa,website:en,website:fr,vending,bus,wheelchair:description,old_name,tourism,hst_number,self_checkout,worship_service,capacity,wifi,second_hand,leisure,addr:unit,comment,created_by,check_date:opening_hours,name:it,name:hu,delivery,email,contact:facebook,contact:instagram,contact:twitter,website:menu,colour,store_name,loc_name,toilets,bench,bin,highway,network:wikipedia,tactile_paving,lit,shelter_type,cinema:IMAX,wikipedia:en,not:brand:wikidata,atm:capacity,atm:network,atm:operator,panoramax,fixme,digital_projection,theatres,capacity:disabled,network:short,route_ref,ttc,currency:ETH,currency:XBT,exit,payment:amex,self_service,opening_hours:signed,llbo,internet_access:ssid,supermarket,built_date,check_date:shelter,sidewalk_orientation,check_date:bench,ref:signed,bus_direction,image,addr:country,highchair,name:zh,diet:halal,diet:kosher,payment:contactless,drive_in,check_date:diet:gluten_free,diet:gluten_free,passenger_information_display,clothes,manager,diet:healthy,addr:district,opening_hours:seating_area,ref:vatin,washrooms,routes,next_bus,payment:american_express,screen,covered,drink:coffee,drink:juice,direction,floor,aerialway,former_name,college,shelter:note,brand:website,ref:drt,currency:CAD,payment:apple_pay,payment:google_pay,surface,name:ar,name:azb,name:ckb,name:fa,name:kk-Arab,name:pnb,name:ug,name:ur,gtfs:feed,gtfs:stop_id,sport,shelter:name,check_date:smoking,natural,short_name,stars,stars:system,name:ko,drink:espresso,open,fair_trade,organic,yrt_ref,addr:place,approximate,alt_name:ko,name:zh-Hans,name:zh-Hant,type,walk-in,cost:coffee,toilets:access,post_office,disused:highway,ref:YRT,light_rail,check_date:lit,reservation,ref:miway,garden_centre,kerb,ref:mississauga transit,addr:suburb,ref:yrt,source:name,postal_code,is_in,bar,brand:short,changing_table,changing_table:location,toilets:wheelchair:description,not:operator:wikidata,display,historic,support,opening_hours:covid19,payment:gift_card,ref:go,ref:ttc,building:colour,windows,attribution,canvec:CODE,canvec:UUID,charge,is_in:city,unit,halal,office,diet:meat,brand:zh,diet:seafood,female,male,branch_ref,est_date,lottery,cocktails,phone:mnemonic,mascot,capacity_1,check_date:diet:vegetarian,theatre:genre,recycling,name:es,lamp_type,Route,name:ta,payment:visa_debit,noname,healthcare:speciality,full_name,source:alt_name,maxheight:imperial,contact:youtube,lgbtq,capacity:atm,language:am,language:ar,language:cmn,language:el,language:es,language:fa,language:fr,language:gu,language:it,language:tl,language:zh,delivery:just_eat,url,stop_number,payment:cards,name:pt,source:shelter,diet:keto,source:location,valet,laundry_service,emergency,diet:beef,diet:chicken,ref:BT,indoor,designation,vacant,car_wash,other_name,private,school,dine_in,survey:date,catering,dentist,local_ref,diet:lacto_vegetarian,landuse,drink,backrest,clinic,check_date:bin,wikimedia_commons,capacity:parent,capacity:women,park_ride,bank,board_game,brewery,addr:house,leisure_1,attraction,name:lv,internet_access:type,language:ko,check_date:tactile_paving,addr:city:alternate,water,name:ru,old_operator,contact:email,building,food,check_date:currency:XBT,payment:health_insurance,bicycle,chocolates,cafe,dbh_estimate,genus,genus:en,genus:fr,leaf_cycle,leaf_type,species,species:en,species:fr,name:GO_Transit,twitter,source:route_ref,after_hours_return,return_machine,disused,min_age,vip,check_date:diet:vegan,museum,website_1,source:date,addr:subdistrict,max_occupancy,building:levels,diet:fresh,diet:non-vegetarian,diet:omnivore,payment:app,payment:bills,payment:cheque,payment:mastercard_contactless,payment:mastercard_debit,payment:mobile_phone,payment:nfc,payment:samsung_pay,payment:visa_contactless,stroller,butcher,route:ref,mobile,seating,material,seats,operator:fr,collection_times,fitness_centre,heritage,addr:neighbourhood,fridge,grades,max_age,microwave_oven,oven,maxstay,supervised,microbrewery,grades:amount,branch_name,theatre,women,Floor,business_type,payment:options,name:ja,shelter:ref,toilets:changing_table,ele,fast_food,note:addr:postcode,street_vendor,rice_noodle,parking:fee,int_name,opening_hours:url,cargo,level:ref,alt_name_1,operator2,man_made,tower:type,rooms,name:sq,note:name,craft,name:vi,construction:light_rail,baby,child,payment:lightning,payment:lightning_contactless,payment:onchain,gluten_free,contact:phone,contact:website,playground,aerialway:access,payment:alipay,payment:wechat,social_facility:for,source:addr,disused:name,barrier,seasonal,wheeltrans,brand:ko,ref:astral,ref:impark,daycare,payment:credit_card,foot,takeaway:covid19,barbecue,vegan,fix,platform,brand:ja,addr:full,disused:amenity,brand:zh-Hans,brand:zh-Hant,address,description:en,description:es,amenity:disused,resort,name:yue,post_office:type,payment:jcb,zero_waste,instagram,garden:type,internet_access:password,mapillary,rocks,length,location,swimming_pool,year,payment:discover_card,diet:dairy_free,baby_feeding,name:nl,addr:door,payment:diners_club,payment:unionpay,not:name,established,Note,alcohol,sensory_friendly,payment:care_credit,fixme:type,payment:dental_insurance,payment:interac_e-transfer,club,payment:coinos,tidal,diet:nut_free,payment:others,payment:tcard,diet:pork,name:zh-Latn-pinyin,diet:spicy,theme,diet:fish,diet:local,payment:maestro,start_date:restaurant,was:amenity,ref:isil,place,fence_type,max_age:advisory,min_age:advisory,height,name:source,architect,roof:colour,name:etymology,name:etymology:wikidata,building:material,name:he,roof:material,source:height,dog,roof:shape,building:levels:underground,min_height,school_type,intermittent,salt,department,name:et,check_date:fee,grounds,fee:conditional,pay_and_display,parking:condition:area,lifeguard,roof:levels,sports,roof:height,roof:orientation,location_name,building:min_level,contact:city,contact:housenumber,contact:postcode,contact:street,building:part,language:en,was:start_date,was:wikidata,was:wikipedia,surveillance,wetland,demolished:building,consecrated,flowers,abandoned:landuse,area,construction,boundary,mascot:iconography,pharmacy,communication:radio,communication:television,landmark,name:pronunciation,cinema:3D,dbox,ultraavx,valet_parking,urgent_care_centre,urgent_care_centre:opening_hours,founded_date,sex,tunnel,underground,bridge,end_date,school:type,courts,addr:ward,principal,horse,motor_vehicle,fountain,swimming,drinking_water,worship_time,basilica,diocese,canvec:generic_code,lanes,check_date:wheelchair,boat,playground:theme,golf,name:de,playplace,basin,capacity:car_sharing,spaces,social_facility,ethnicity,managed,kiss_and_ride,status,name:1,service:bicycle:retail,splash_pad,disabled,hgv,ref:omni_park,community_centre,museum_type,contact:linkedin,contact:pinterest,contact:tripadvisor,inscription,was:name,payment:greenp_fast_track,leisure_2,protect_class,protection_title,access:conditional,diet:organic,zoo,swimming_lanes,orientation,PD:amount,cycle_polo:type,addr:number,seating_area,take_out,skating,toilets:female,toilets:male,drive_through:maxheight,service_times:en,service_times:pl,smoothness,footway,property_manager,facebook,landcover,source:geometry,local_name,coinstar,old_name:-2018,old_name:2018-2019,theatre:type,building:flats,gtfs:location_type,gtfs:stop_code,surface_survey,note:opening_hours,name:yue-Hant,old_ref,name:signed,old_name:-2024-10-01,note:geometry,wholesale,playground:sandpit,addr:postal,long_name,golf_cart,proposed:leisure,species:wikidata,species:wikipedia,garden:style,parking:condition,actuator,taxi,athletics,oneway,opening_date,canvec:CODE:1580010,flood_prone,capacity:charging,fee:bicycle,abandoned:railway,mooring,usage,ownership,parking:restriction,ref:find_a_grave,name:be,name:br,name:cay,name:cr,name:crk,name:cs,name:is,name:lt,name:moh,name:oj,name:pl,name:sk,name:te,sqkm,levels,nudism,thong,topless,old_name:en,old_name:ko,old_name:ru,name:oji,name:sl,departure,latitude,longitude
,,Tiger of Sweden,,,,Toronto,,56,,Ossington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6454859,-79.4194955
,,Mars,,,,Toronto,,112,,Ossington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6466369,-79.4198576
,,Venezia Bakery,,,,Toronto,,114,,Ossington Avenue,,,,,,,,,,,,,,,,,,,,,,+1-416-577-2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6467562,-79.4199072
,,Peace Collective,,,,Toronto,,131,,Ossington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 11:00-20:00, Fr-Sa 12:00-21:00, Su 12:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6471362,-79.4197436
,,Victoire,,,,Toronto,,129,,Ossington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6470929,-79.4197301
,,The Latest Scoop,,,,Toronto,,115,,Ossington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6465908,-79.4195411
,,Fresh City Farms,,,,Toronto,,111,,Ossington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6464772,-79.4194975
,,I Miss You,,,,Toronto,,63,,Ossington Avenue,,,,,,,,,,,,,,,,,,,,"Also ""I Miss You MAN"" (for men) next door but with same address",,,,,,https://imissyouvintage.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consignment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.645763,-79.4192366
,,Reigning Champ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6451623,-79.419014
,,Logan & Finley,,,,,,670,,Queen Street West,,"Ethical clothes, zero waste houseware, and more.",,,,,,,,,,,,,,,,,,,,+1-416-769-9732,,,,https://loganandfinley.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6466756,-79.4071878
cafe,,Velvet Lane Cakes,,,,,,173,,King Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6505093,-79.3711902
,,Kabul Poshak,,,,,,1166,,Albion Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7380367,-79.5678961
