rentfaster_id,city,province,address,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,link,furnishing,availability_date,smoking,cats,dogs
569646,Calgary,Alberta,1122 3 St SE,51.0418015,-114.0555208,Long Term,Condo Unit,2995,2 Beds,2,925,/ab/calgary/rentals/condo/2-bedrooms/victoria-park/pet-friendly/569646,Unfurnished,Immediate,Non-Smoking,True,True
567899,Calgary,Alberta,5208 - 302 Skyview Ranch Drive,51.1591874,-113.9600001,Long Term,Apartment,2150,2 Beds,2,,/ab/calgary/rentals/apartment/2-bedrooms/skyview/non-smoking/567899,Unfurnished,Immediate,Non-Smoking,False,False
569342,Calgary,Alberta,Kingsland,50.993092625441,-114.075982905805,Long Term,Duplex,1850,2 Beds,1,950,/ab/calgary/rentals/duplex/2-bedrooms/kingsland/pet-friendly/569342,Unfurnished,Immediate,Non-Smoking,True,False
570687,Calgary,Alberta,2112 - 3727 Sage Hill Drive Northwest,51.1718625,-114.1398191,Long Term,Apartment,1650,1 Bed,1,,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/non-smoking/570687,Unfurnished,Immediate,Non-Smoking,False,False
567576,Calgary,Alberta,85 Magnolia View Southeast,50.886584,-113.90825,Long Term,Main Floor,2750,4 Beds,3,2000,/ab/calgary/rentals/main-floor/4-bedrooms/mahogany/pet-friendly/567576,Unfurnished,Immediate,Non-Smoking,True,False
572090,Calgary,Alberta,Walden,50.869825208131,-114.035988353442,Negotiable,Basement,1500,2 Beds,1,,/ab/calgary/rentals/basement/2-bedrooms/walden/pet-friendly/572090,Unfurnished,Immediate,Non-Smoking,True,False
570208,Calgary,Alberta,21 Belmont Drive Southwest,50.874324,-114.0640624,Long Term,Basement,1395,1 Bed,1,,/ab/calgary/rentals/basement/1-bedroom/belmont/non-smoking/570208,Unfurnished,Immediate,Non-Smoking,False,False
570996,Calgary,Alberta,43 Setonstone Row Southeast,50.8695326,-113.9450362,Long Term,House,3790,4 Beds,3.5,2405,/ab/calgary/rentals/house/4-bedrooms/seton/pet-friendly/570996,Unfurnished,Immediate,Non-Smoking,True,True
571947,Calgary,Alberta,62 Silverado Ranch Way Southwest,50.888744,-114.0886169,Long Term,Vacation Home,5200,4 Beds,4,2872,/ab/calgary/rentals/vacation-home/4-bedrooms/silverado/non-smoking/571947,Unfurnished,Immediate,Non-Smoking,False,False
569571,Calgary,Alberta,61 Verity Manor Southwest,50.9180806,-114.1558719,Long Term,Basement,1500,1 Bed,1,720,/ab/calgary/rentals/basement/1-bedroom/vermillon-hill/furnished/569571,Furnished,Immediate,Non-Smoking,False,False
572174,Calgary,Alberta,125 Sage Hill Row NW,51.173879756101,-114.144172,Long Term,Apartment,1798,1 Bed,1,653,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/572174,Unfurnished,Immediate,Non-Smoking,True,True
572174,Calgary,Alberta,125 Sage Hill Row NW,51.173879756101,-114.144172,Long Term,Apartment,1998,2 Beds,1,814,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/572174,Unfurnished,Immediate,Non-Smoking,True,True
572174,Calgary,Alberta,125 Sage Hill Row NW,51.173879756101,-114.144172,Long Term,Apartment,2298,3 Beds,2,1054,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/572174,Unfurnished,Immediate,Non-Smoking,True,True
572174,Calgary,Alberta,125 Sage Hill Row NW,51.173879756101,-114.144172,Long Term,Apartment,2048,2 Beds,2,880,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/572174,Unfurnished,Immediate,Non-Smoking,True,True
404070,Calgary,Alberta,33 red embers place ne,51.1675304,-113.9527477,Long Term,Basement,1300,1 Bed,1,700,/ab/calgary/rentals/basement/1-bedroom/redstone/pet-friendly/404070,Unfurnished,Immediate,Non-Smoking,True,False
436371,Calgary,Alberta,1122 3 Street Southeast,51.041727296246,-114.055424340475,Negotiable,Parking Spot,275,,,,/ab/calgary/rentals/parking-spot/victoria-park/non-smoking/436371,Unfurnished,Immediate,Non-Smoking,,
523244,Calgary,Alberta,901 10 Avenue SW,51.043436652556,-114.082493303705,12 months,Condo Unit,1895,1 Bed,1,500,/ab/calgary/rentals/condo/1-bedroom/beltline/non-smoking/523244,Unfurnished,Immediate,Non-Smoking,False,False
572218,Calgary,Alberta,Cityscape Dr NE,51.1415909,-113.956218,Long Term,Townhouse,3095,3 Beds,2.5,1458,/ab/calgary/rentals/townhouse/3-bedrooms/cityscape/pet-friendly/572218,Unfurnished,Immediate,Non-Smoking,True,True
559486,Calgary,Alberta,901 10 Avenue SW,51.0436211,-114.081813,Negotiable,Condo Unit,2190,1 Bed,1,600,/ab/calgary/rentals/condo/1-bedroom/beltline/pet-friendly/559486,Negotiable,Immediate,Non-Smoking,True,True
327671,Calgary,Alberta,14 Quarry Lane SE,50.958296120517,-114.017722141278,Negotiable,Townhouse,2800,2 Beds,2.5,1320,/ab/calgary/rentals/townhouse/2-bedrooms/quarry-park/non-smoking/327671,Unfurnished,Immediate,Non-Smoking,False,False
571204,Calgary,Alberta,93 Yorkville Landing Southwest,50.8720483,-114.0752071,Long Term,Duplex,2700,3 Beds,2.5,1700,/ab/calgary/rentals/duplex/3-bedrooms/yorkville/non-smoking/571204,Unfurnished,Immediate,Non-Smoking,False,False
572147,Calgary,Alberta,20 Seton Park Southeast,50.8788991,-113.949082,Long Term,Condo Unit,2250,2 Beds,1,575,/ab/calgary/rentals/condo/2-bedrooms/seton/non-smoking/572147,Unfurnished,Immediate,Non-Smoking,False,False
562342,Calgary,Alberta,7650 202 Avenue Southeast,50.8669999,-113.9488707,Long Term,Main Floor,1900,3 Beds,2.5,1600,/ab/calgary/rentals/main-floor/3-bedrooms/rangeview/non-smoking/562342,Unfurnished,Immediate,Non-Smoking,False,False
572168,Calgary,Alberta,307 Coverdale Court Northeast,51.1610753,-114.0469723,Negotiable,Basement,1250,1 Bed,1,,/ab/calgary/rentals/basement/1-bedroom/coventry-hills/non-smoking/572168,Negotiable,Immediate,Non-Smoking,False,False
567339,Calgary,Alberta,528 34 Avenue Northeast,51.0834574,-114.0512592,Long Term,Main Floor,1800,3 Beds,1,1000,/ab/calgary/rentals/main-floor/3-bedrooms/winston-heights/pet-friendly/567339,Unfurnished,Immediate,Non-Smoking,True,True
527846,Calgary,Alberta,Mckenzie Towne,50.9130919,-113.9543937,Long Term,Townhouse,2300,2 Beds,2.5,1100,/ab/calgary/rentals/townhouse/2-bedrooms/mckenzie-towne/pet-friendly/527846,Unfurnished,Immediate,Non-Smoking,False,True
569662,Calgary,Alberta,5720 2 Street Southwest,51.0031679,-114.0684141,Long Term,Condo Unit,1750,1 Bed,1,626,/ab/calgary/rentals/condo/1-bedroom/manchester/pet-friendly/569662,Unfurnished,Immediate,Non-Smoking,True,True
551449,Calgary,Alberta,75 Arbour Lake Heights Northwest,51.1319338,-114.2133979,Long Term,House,3200,4 Beds,3.5,2194,/ab/calgary/rentals/house/4-bedrooms/arbour-lake/non-smoking/551449,Unfurnished,Immediate,Non-Smoking,False,False
566994,Calgary,Alberta,Cityscape Dr NE,51.2631243,-114.0451807,Long Term,Duplex,2700,3 Beds,2.5,1600,/ab/calgary/rentals/duplex/3-bedrooms/cityscape/non-smoking/566994,Unfurnished,Immediate,Non-Smoking,False,False
571833,Calgary,Alberta,10 Kincora Heights Northwest,51.1563816,-114.1357774,Long Term,Basement,1500,2 Beds,1,1200,/ab/calgary/rentals/basement/2-bedrooms/kincora/non-smoking/571833,Unfurnished,Immediate,Non-Smoking,False,False
132350,Calgary,Alberta,519 Riverfront Ave SE,51.0476241,-114.0509814,Long Term,Condo Unit,2795,2 Beds,2,,/ab/calgary/rentals/condo/2-bedrooms/east-village/non-smoking/132350,Unfurnished,Immediate,Non-Smoking,False,False
565895,Calgary,Alberta,681 Savanna Boulevard Northeast,51.1344457,-113.9499589,Long Term,Condo Unit,2150,2 Beds,2,871,/ab/calgary/rentals/condo/2-bedrooms/savanna/pet-friendly/565895,Unfurnished,Immediate,Non-Smoking,True,True
569707,Calgary,Alberta,725 CARRINGTON BLVD NW,51.1787892,-114.0803567,Long Term,Townhouse,2400,3 Beds,2.5,,/ab/calgary/rentals/townhouse/3-bedrooms/carrington/non-smoking/569707,Unfurnished,Immediate,Non-Smoking,False,False
565948,Calgary,Alberta,14 Ave SW,51.0400799,-114.082787,Long Term,Condo Unit,2350,2 Beds,1.5,977,/ab/calgary/rentals/condo/2-bedrooms/beltline/pet-friendly/565948,Unfurnished,Immediate,Non-Smoking,True,False
570866,Calgary,Alberta,37 Belmont Drive Southwest,50.874324,-114.0640624,Long Term,Basement,1500,1 Bed,1,535,/ab/calgary/rentals/basement/1-bedroom/belmont/non-smoking/570866,Unfurnished,Immediate,Non-Smoking,False,False
528517,Calgary,Alberta,2840 38 Street Southwest,51.0277848,-114.1423265,Negotiable,Duplex,2450,3 Beds,2,,/ab/calgary/rentals/duplex/3-bedrooms/glenbrook/non-smoking/528517,Unfurnished,Immediate,Non-Smoking,False,False
571859,Calgary,Alberta,193 MARTIN CROSSING WAY NE,51.1200907,-113.9557901,Long Term,House,2300,3 Beds,1.5,,/ab/calgary/rentals/house/1-bedroom/martindale/non-smoking/571859,Unfurnished,Immediate,Non-Smoking,False,False
571859,Calgary,Alberta,193 MARTIN CROSSING WAY NE,51.1200907,-113.9557901,Long Term,House,1375,1 Bed,1,,/ab/calgary/rentals/house/1-bedroom/martindale/non-smoking/571859,Unfurnished,Immediate,Non-Smoking,False,False
526997,Calgary,Alberta,2619 16 Street Southwest,51.0307085,-114.0998514,Long Term,Condo Unit,1895,1 Bed,1,900,/ab/calgary/rentals/condo/1-bedroom/bankview/pet-friendly/526997,Unfurnished,Immediate,Non-Smoking,True,True
570687,Calgary,Alberta,2112 - 3727 Sage Hill Drive Northwest,51.1718625,-114.1398191,Long Term,Apartment,1650,1 Bed,1,,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/non-smoking/570687,Unfurnished,Immediate,Non-Smoking,False,False
567576,Calgary,Alberta,85 Magnolia View Southeast,50.886584,-113.90825,Long Term,Main Floor,2750,4 Beds,3,2000,/ab/calgary/rentals/main-floor/4-bedrooms/mahogany/pet-friendly/567576,Unfurnished,Immediate,Non-Smoking,True,False
572090,Calgary,Alberta,Walden,50.869825208131,-114.035988353442,Negotiable,Basement,1500,2 Beds,1,,/ab/calgary/rentals/basement/2-bedrooms/walden/pet-friendly/572090,Unfurnished,Immediate,Non-Smoking,True,False
570208,Calgary,Alberta,21 Belmont Drive Southwest,50.874324,-114.0640624,Long Term,Basement,1395,1 Bed,1,,/ab/calgary/rentals/basement/1-bedroom/belmont/non-smoking/570208,Unfurnished,Immediate,Non-Smoking,False,False
570996,Calgary,Alberta,43 Setonstone Row Southeast,50.8695326,-113.9450362,Long Term,House,3790,4 Beds,3.5,2405,/ab/calgary/rentals/house/4-bedrooms/seton/pet-friendly/570996,Unfurnished,Immediate,Non-Smoking,True,True
523244,Calgary,Alberta,901 10 Avenue SW,51.043436652556,-114.082493303705,12 months,Condo Unit,1895,1 Bed,1,500,/ab/calgary/rentals/condo/1-bedroom/beltline/non-smoking/523244,Unfurnished,Immediate,Non-Smoking,False,False
572174,Calgary,Alberta,125 Sage Hill Row NW,51.173879756101,-114.144172,Long Term,Apartment,1798,1 Bed,1,653,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/572174,Unfurnished,Immediate,Non-Smoking,True,True
572174,Calgary,Alberta,125 Sage Hill Row NW,51.173879756101,-114.144172,Long Term,Apartment,1998,2 Beds,1,814,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/572174,Unfurnished,Immediate,Non-Smoking,True,True
572174,Calgary,Alberta,125 Sage Hill Row NW,51.173879756101,-114.144172,Long Term,Apartment,2298,3 Beds,2,1054,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/572174,Unfurnished,Immediate,Non-Smoking,True,True
572174,Calgary,Alberta,125 Sage Hill Row NW,51.173879756101,-114.144172,Long Term,Apartment,2048,2 Beds,2,880,/ab/calgary/rentals/apartment/1-bedroom/sage-hill/pet-friendly/572174,Unfurnished,Immediate,Non-Smoking,True,True
404070,Calgary,Alberta,33 red embers place ne,51.1675304,-113.9527477,Long Term,Basement,1300,1 Bed,1,700,/ab/calgary/rentals/basement/1-bedroom/redstone/pet-friendly/404070,Unfurnished,Immediate,Non-Smoking,True,False
436371,Calgary,Alberta,1122 3 Street Southeast,51.041727296246,-114.055424340475,Negotiable,Parking Spot,275,,,,/ab/calgary/rentals/parking-spot/victoria-park/non-smoking/436371,Unfurnished,Immediate,Non-Smoking,,
327671,Calgary,Alberta,14 Quarry Lane SE,50.958296120517,-114.017722141278,Negotiable,Townhouse,2800,2 Beds,2.5,1320,/ab/calgary/rentals/townhouse/2-bedrooms/quarry-park/non-smoking/327671,Unfurnished,Immediate,Non-Smoking,False,False
571204,Calgary,Alberta,93 Yorkville Landing Southwest,50.8720483,-114.0752071,Long Term,Duplex,2700,3 Beds,2.5,1700,/ab/calgary/rentals/duplex/3-bedrooms/yorkville/non-smoking/571204,Unfurnished,Immediate,Non-Smoking,False,False
572147,Calgary,Alberta,20 Seton Park Southeast,50.8788991,-113.949082,Long Term,Condo Unit,2250,2 Beds,1,575,/ab/calgary/rentals/condo/2-bedrooms/seton/non-smoking/572147,Unfurnished,Immediate,Non-Smoking,False,False
562342,Calgary,Alberta,7650 202 Avenue Southeast,50.8669999,-113.9488707,Long Term,Main Floor,1900,3 Beds,2.5,1600,/ab/calgary/rentals/main-floor/3-bedrooms/rangeview/non-smoking/562342,Unfurnished,Immediate,Non-Smoking,False,False
572218,Calgary,Alberta,Cityscape Dr NE,51.1415909,-113.956218,Long Term,Townhouse,3095,3 Beds,2.5,1458,/ab/calgary/rentals/townhouse/3-bedrooms/cityscape/pet-friendly/572218,Unfurnished,Immediate,Non-Smoking,True,True
559486,Calgary,Alberta,901 10 Avenue SW,51.0436211,-114.081813,Negotiable,Condo Unit,2190,1 Bed,1,600,/ab/calgary/rentals/condo/1-bedroom/beltline/pet-friendly/559486,Negotiable,Immediate,Non-Smoking,True,True
527846,Calgary,Alberta,Mckenzie Towne,50.9130919,-113.9543937,Long Term,Townhouse,2300,2 Beds,2.5,1100,/ab/calgary/rentals/townhouse/2-bedrooms/mckenzie-towne/pet-friendly/527846,Unfurnished,Immediate,Non-Smoking,False,True
569662,Calgary,Alberta,5720 2 Street Southwest,51.0031679,-114.0684141,Long Term,Condo Unit,1750,1 Bed,1,626,/ab/calgary/rentals/condo/1-bedroom/manchester/pet-friendly/569662,Unfurnished,Immediate,Non-Smoking,True,True
551449,Calgary,Alberta,75 Arbour Lake Heights Northwest,51.1319338,-114.2133979,Long Term,House,3200,4 Beds,3.5,2194,/ab/calgary/rentals/house/4-bedrooms/arbour-lake/non-smoking/551449,Unfurnished,Immediate,Non-Smoking,False,False
566994,Calgary,Alberta,Cityscape Dr NE,51.2631243,-114.0451807,Long Term,Duplex,2700,3 Beds,2.5,1600,/ab/calgary/rentals/duplex/3-bedrooms/cityscape/non-smoking/566994,Unfurnished,Immediate,Non-Smoking,False,False
572168,Calgary,Alberta,307 Coverdale Court Northeast,51.1610753,-114.0469723,Negotiable,Basement,1250,1 Bed,1,,/ab/calgary/rentals/basement/1-bedroom/coventry-hills/non-smoking/572168,Negotiable,Immediate,Non-Smoking,False,False
567339,Calgary,Alberta,528 34 Avenue Northeast,51.0834574,-114.0512592,Long Term,Main Floor,1800,3 Beds,1,1000,/ab/calgary/rentals/main-floor/3-bedrooms/winston-heights/pet-friendly/567339,Unfurnished,Immediate,Non-Smoking,True,True
132350,Calgary,Alberta,519 Riverfront Ave SE,51.0476241,-114.0509814,Long Term,Condo Unit,2795,2 Beds,2,,/ab/calgary/rentals/condo/2-bedrooms/east-village/non-smoking/132350,Unfurnished,Immediate,Non-Smoking,False,False
565895,Calgary,Alberta,681 Savanna Boulevard Northeast,51.1344457,-113.9499589,Long Term,Condo Unit,2150,2 Beds,2,871,/ab/calgary/rentals/condo/2-bedrooms/savanna/pet-friendly/565895,Unfurnished,Immediate,Non-Smoking,True,True
569707,Calgary,Alberta,725 CARRINGTON BLVD NW,51.1787892,-114.0803567,Long Term,Townhouse,2400,3 Beds,2.5,,/ab/calgary/rentals/townhouse/3-bedrooms/carrington/non-smoking/569707,Unfurnished,Immediate,Non-Smoking,False,False
571833,Calgary,Alberta,10 Kincora Heights Northwest,51.1563816,-114.1357774,Long Term,Basement,1500,2 Beds,1,1200,/ab/calgary/rentals/basement/2-bedrooms/kincora/non-smoking/571833,Unfurnished,Immediate,Non-Smoking,False,False
526997,Calgary,Alberta,2619 16 Street Southwest,51.0307085,-114.0998514,Long Term,Condo Unit,1895,1 Bed,1,900,/ab/calgary/rentals/condo/1-bedroom/bankview/pet-friendly/526997,Unfurnished,Immediate,Non-Smoking,True,True
565948,Calgary,Alberta,14 Ave SW,51.0400799,-114.082787,Long Term,Condo Unit,2350,2 Beds,1.5,977,/ab/calgary/rentals/condo/2-bedrooms/beltline/pet-friendly/565948,Unfurnished,Immediate,Non-Smoking,True,False
570866,Calgary,Alberta,37 Belmont Drive Southwest,50.874324,-114.0640624,Long Term,Basement,1500,1 Bed,1,535,/ab/calgary/rentals/basement/1-bedroom/belmont/non-smoking/570866,Unfurnished,Immediate,Non-Smoking,False,False
528517,Calgary,Alberta,2840 38 Street Southwest,51.0277848,-114.1423265,Negotiable,Duplex,2450,3 Beds,2,,/ab/calgary/rentals/duplex/3-bedrooms/glenbrook/non-smoking/528517,Unfurnished,Immediate,Non-Smoking,False,False
571859,Calgary,Alberta,193 MARTIN CROSSING WAY NE,51.1200907,-113.9557901,Long Term,House,2300,3 Beds,1.5,,/ab/calgary/rentals/house/1-bedroom/martindale/non-smoking/571859,Unfurnished,Immediate,Non-Smoking,False,False
571859,Calgary,Alberta,193 MARTIN CROSSING WAY NE,51.1200907,-113.9557901,Long Term,House,1375,1 Bed,1,,/ab/calgary/rentals/house/1-bedroom/martindale/non-smoking/571859,Unfurnished,Immediate,Non-Smoking,False,False
543613,Calgary,Alberta,Glacier Ridge,51.184773,-114.1676092,Long Term,Basement,1500,2 Beds,1,700,/ab/calgary/rentals/basement/2-bedrooms/glacier-ridge/non-smoking/543613,Unfurnished,Immediate,Non-Smoking,False,False
568802,Calgary,Alberta,117 Magnolia Crescent Southeast,50.8903463,-113.9192129,Long Term,Basement,1600,2 Beds,1,825,/ab/calgary/rentals/basement/2-bedrooms/mahogany/non-smoking/568802,Unfurnished,Immediate,Non-Smoking,False,False
520329,Calgary,Alberta,535 10 Avenue Southwest,51.0434106,-114.0737896,Long Term,Loft,2600,1 Bed,1,,/ab/calgary/rentals/loft/1-bedroom/beltline/pet-friendly/520329,Negotiable,Immediate,Non-Smoking,True,True
128071,Calgary,Alberta,5319 Buckthorn Rd  NW,51.0986603,-114.0670811,Negotiable,Room For Rent,1000,2 Beds,1,1050,/ab/calgary/rentals/shared/2-bedrooms/thorncliffe/non-smoking/128071,Unfurnished,Immediate,Non-Smoking,False,False
567245,Calgary,Alberta,12 Mahogany Row Southeast,50.898699,-113.9392251,Long Term,Duplex,3290,4 Beds,4,2000,/ab/calgary/rentals/duplex/4-bedrooms/mahogany/non-smoking/567245,Unfurnished,Immediate,Non-Smoking,False,False
560837,Calgary,Alberta,53 Edith Crescent Northwest,51.1878163,-114.1650612,Long Term,Basement,1450,2 Beds,1,700,/ab/calgary/rentals/basement/2-bedrooms/glacier-ridge/pet-friendly/560837,Unfurnished,Immediate,Non-Smoking,False,True
548589,Calgary,Alberta,333 Garry Crescent Northeast,51.0964245,-114.0572112,Long Term,Condo Unit,1650,1 Bed,1,700,/ab/calgary/rentals/condo/1-bedroom/thorncliffe/pet-friendly/548589,Unfurnished,Immediate,Non-Smoking,True,True
571901,Calgary,Alberta,Livingston View NE,51.1904485,-114.0633197,Long Term,Basement,1500,1 Bed,1,,/ab/calgary/rentals/basement/1-bedroom/livingston/non-smoking/571901,Unfurnished,Immediate,Non-Smoking,False,False
566483,Calgary,Alberta,95 Finch Gardens SE,50.885160584695,-113.920821088281,Long Term,Basement,1450,1 Bed,1,593,/ab/calgary/rentals/basement/1-bedroom/rangeview/pet-friendly/566483,Unfurnished,Immediate,Non-Smoking,True,True
416412,Calgary,Alberta,3727 Sage Hill Drive NW,51.171837,-114.1399356,Negotiable,Condo Unit,2150,2 Beds,2,850,/ab/calgary/rentals/condo/2-bedrooms/sage-hill/pet-friendly/416412,Unfurnished,Immediate,Non-Smoking,True,True
526073,Calgary,Alberta,35 Kingsland Place Southwest,50.9850636,-114.0797672,Long Term,Main Floor,2495,3 Beds,1,1200,/ab/calgary/rentals/main-floor/3-bedrooms/kingsland/non-smoking/526073,Unfurnished,Immediate,Non-Smoking,False,False
572226,Calgary,Alberta,13119 Coventry Hills Way Northeast,51.169774,-114.0531656,Long Term,Basement,1500,2 Beds,1,1112,/ab/calgary/rentals/basement/2-bedrooms/coventry-hills/non-smoking/572226,Unfurnished,Immediate,Non-Smoking,False,False
567346,Calgary,Alberta,173 100 Midbend Place Southeast,50.9118996,-114.0612692,Long Term,Townhouse,1995,3 Beds,2.5,,/ab/calgary/rentals/townhouse/3-bedrooms/midnapore/pet-friendly/567346,Unfurnished,Immediate,Non-Smoking,True,True
557625,Calgary,Alberta,Bowness,51.0932106,-114.2098222,Long Term,Room For Rent,750,1 Bed,1,,/ab/calgary/rentals/shared/1-bedroom/bowness/non-smoking/557625,Unfurnished,Immediate,Non-Smoking,False,False
562655,Calgary,Alberta,Signal Hill,51.0253396,-114.1710718,Long Term,House,4400,4 Beds,3.5,2200,/ab/calgary/rentals/house/4-bedrooms/signal-hill/non-smoking/562655,Unfurnished,Immediate,Non-Smoking,False,False
565517,Calgary,Alberta,10 Brentwood Common Northwest,51.0870832,-114.1282024,Long Term,Condo Unit,1950,2 Beds,1,,/ab/calgary/rentals/condo/2-bedrooms/brentwood/non-smoking/565517,Unfurnished,Immediate,Non-Smoking,False,False
499974,Calgary,Alberta,316 Calhoun Common Northeast,51.1859596,-114.0508725,Long Term,House,3600,4 Beds,3.5,2483,/ab/calgary/rentals/house/4-bedrooms/livingston/pet-friendly/499974,Unfurnished,Immediate,Non-Smoking,True,True
526073,Calgary,Alberta,35 Kingsland Place Southwest,50.9850636,-114.0797672,Long Term,Main Floor,2495,3 Beds,1,1200,/ab/calgary/rentals/main-floor/3-bedrooms/kingsland/non-smoking/526073,Unfurnished,Immediate,Non-Smoking,False,False
572226,Calgary,Alberta,13119 Coventry Hills Way Northeast,51.169774,-114.0531656,Long Term,Basement,1500,2 Beds,1,1112,/ab/calgary/rentals/basement/2-bedrooms/coventry-hills/non-smoking/572226,Unfurnished,Immediate,Non-Smoking,False,False
548589,Calgary,Alberta,333 Garry Crescent Northeast,51.0964245,-114.0572112,Long Term,Condo Unit,1650,1 Bed,1,700,/ab/calgary/rentals/condo/1-bedroom/thorncliffe/pet-friendly/548589,Unfurnished,Immediate,Non-Smoking,True,True
571901,Calgary,Alberta,Livingston View NE,51.1904485,-114.0633197,Long Term,Basement,1500,1 Bed,1,,/ab/calgary/rentals/basement/1-bedroom/livingston/non-smoking/571901,Unfurnished,Immediate,Non-Smoking,False,False
557625,Calgary,Alberta,Bowness,51.0932106,-114.2098222,Long Term,Room For Rent,750,1 Bed,1,,/ab/calgary/rentals/shared/1-bedroom/bowness/non-smoking/557625,Unfurnished,Immediate,Non-Smoking,False,False
562655,Calgary,Alberta,Signal Hill,51.0253396,-114.1710718,Long Term,House,4400,4 Beds,3.5,2200,/ab/calgary/rentals/house/4-bedrooms/signal-hill/non-smoking/562655,Unfurnished,Immediate,Non-Smoking,False,False
565517,Calgary,Alberta,10 Brentwood Common Northwest,51.0870832,-114.1282024,Long Term,Condo Unit,1950,2 Beds,1,,/ab/calgary/rentals/condo/2-bedrooms/brentwood/non-smoking/565517,Unfurnished,Immediate,Non-Smoking,False,False
567346,Calgary,Alberta,173 100 Midbend Place Southeast,50.9118996,-114.0612692,Long Term,Townhouse,1995,3 Beds,2.5,,/ab/calgary/rentals/townhouse/3-bedrooms/midnapore/pet-friendly/567346,Unfurnished,Immediate,Non-Smoking,True,True
570425,Calgary,Alberta,91 SADDLEBROOK GDNS NE,51.1365855,-113.9314119,Long Term,House,2575,3 Beds,2.5,,/ab/calgary/rentals/house/3-bedrooms/saddle-ridge/non-smoking/570425,Unfurnished,Immediate,Non-Smoking,False,False
499974,Calgary,Alberta,316 Calhoun Common Northeast,51.1859596,-114.0508725,Long Term,House,3600,4 Beds,3.5,2483,/ab/calgary/rentals/house/4-bedrooms/livingston/pet-friendly/499974,Unfurnished,Immediate,Non-Smoking,True,True
572195,Calgary,Alberta,586 Sherwood Boulevard Northwest,51.1647756,-114.1507374,Long Term,Basement,1450,1 Bed,1,,/ab/calgary/rentals/basement/1-bedroom/sherwood/furnished/572195,Furnished,Immediate,Non-Smoking,False,False
566610,Calgary,Alberta,Applewood,51.042443078431,-113.93412025582,Long Term,Room For Rent,1000,1 Bed,1,,/ab/calgary/rentals/shared/1-bedroom/applewood/furnished/566610,Furnished,Immediate,Non-Smoking,False,False
342324,Calgary,Alberta,100 Auburn Meadows Common SE,50.893467783748,-113.944329155542,Long Term,Condo Unit,1625,1 Bed,1,544,/ab/calgary/rentals/condo/1-bedroom/auburn-bay/non-smoking/342324,Unfurnished,Immediate,Non-Smoking,False,False
564261,Calgary,Alberta,55 Lucas Way Northwest,51.188250099387,-114.078545839459,Long Term,Condo Unit,2100,2 Beds,2,826,/ab/calgary/rentals/condo/2-bedrooms/livingston/non-smoking/564261,Unfurnished,Immediate,Non-Smoking,False,False
5700,Calgary,Alberta,Renfrew,51.06351,-114.03765,Long Term,Basement,1800,2 Beds,1,,/ab/calgary/rentals/basement/2-bedrooms/renfrew/non-smoking/5700,Unfurnished,Immediate,Non-Smoking,False,False
564573,Calgary,Alberta,213 Creekside Drive Southwest,50.8601819,-114.078161,Long Term,Main Floor,2300,3 Beds,2.5,TOL 0X0,/ab/calgary/rentals/main-floor/3-bedrooms/pine-creek/pet-friendly/564573,Unfurnished,Immediate,Non-Smoking,True,True
387900,Calgary,Alberta,15233 1 St SE,50.9167238,-114.0661029,Long Term,Condo Unit,2300,2 Beds,2,750,/ab/calgary/rentals/condo/2-bedrooms/midnapore/non-smoking/387900,Unfurnished,Immediate,Non-Smoking,False,False
571293,Calgary,Alberta,200 Seton Circle Southeast,50.8705009,-113.9568009,Long Term,Condo Unit,1795,1 Bed,1,543,/ab/calgary/rentals/condo/1-bedroom/seton/non-smoking/571293,Unfurnished,Immediate,Non-Smoking,False,False
423471,Calgary,Alberta,19626 42 Street Southeast,50.8764233,-113.9485701,Long Term,Condo Unit,1700,2 Beds,1,616,/ab/calgary/rentals/condo/2-bedrooms/seton/non-smoking/423471,Unfurnished,Immediate,Non-Smoking,False,False
426104,Calgary,Alberta,Legacy,50.854834412544,-114.011692557559,Long Term,Townhouse,2200,2 Beds,2.5,,/ab/calgary/rentals/townhouse/2-bedrooms/legacy/non-smoking/426104,Unfurnished,Immediate,Non-Smoking,False,False
572146,Calgary,Alberta,118 Hotchkiss Manor SE,50.9192749,-113.8954796,Long Term,House,3100,4 Beds,3,2200,/ab/calgary/rentals/house/4-bedrooms/hotchkiss/non-smoking/572146,Unfurnished,Immediate,Non-Smoking,False,False
572180,Calgary,Alberta,26 Ave NW,51.0760564,-114.0801595,Long Term,House,2500,3 Beds,1,1450,/ab/calgary/rentals/house/3-bedrooms/mount-pleasant/pet-friendly/572180,Unfurnished,Immediate,Non-Smoking,True,False
