rentfaster_id,city,province,address,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,link,furnishing,availability_date,smoking,cats,dogs,nearestSchool,nearestPolice,restaurantCount,cemeteryCount,healthCareCount,communityCentreCount,placeOfWorshipCount,leisureCount,shopCount,tourismCount
482132,Calgary,Alberta,20 Sage Meadows Landing,51.183553370362,-114.07416858161,Long Term,Townhouse,1950.0,2 Beds,1,621,/ab/calgary/rentals/townhouse/1-bedroom/sage-hill/pet-friendly/482132,Unfurnished,July 05,Non-Smoking,True,True,9.544717937698984,2.6684283594647322,5,0,1,0,0,3,0,0
482132,Calgary,Alberta,20 Sage Meadows Landing,51.183553370362,-114.07416858161,Long Term,Townhouse,2695.0,3 Beds,2,1487,/ab/calgary/rentals/townhouse/1-bedroom/sage-hill/pet-friendly/482132,Unfurnished,July 05,Non-Smoking,True,True,9.544717937698984,2.6684283594647322,5,0,1,0,0,3,0,0
393079,Calgary,Alberta,1121 6th Avenue SW,51.047949,-114.088137,Long Term,Apartment,2095.0,1 Bed,1,657,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/393079,Unfurnished,Immediate,Non-Smoking,True,True,0.2535136160548863,1.5004931490657911,310,0,21,0,1,19,43,4
393079,Calgary,Alberta,1121 6th Avenue SW,51.047949,-114.088137,Long Term,Apartment,2302.0,2 Beds,2,872,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/393079,Unfurnished,Immediate,Non-Smoking,True,True,0.2535136160548863,1.5004931490657911,310,0,21,0,1,19,43,4
477769,Calgary,Alberta,924 7th Avenue SW,51.047174,-114.081831,Long Term,Apartment,1745.0,1 Bed,1,640,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/477769,Unfurnished,Immediate,Non-Smoking,True,True,0.2210736784393497,1.0516334988532978,419,0,26,0,1,24,52,6
508378,Calgary,Alberta,824 13 Avenue SW,51.0411205,-114.0804713,Long Term,Apartment,1749.0,1 Bed,1,563,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/508378,Unfurnished,Immediate,Non-Smoking,True,True,0.20329868301249754,1.0772246944424302,395,0,28,0,1,25,53,5
508378,Calgary,Alberta,824 13 Avenue SW,51.0411205,-114.0804713,Long Term,Apartment,1649.0,1 Bed,1,563,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/508378,Unfurnished,Immediate,Non-Smoking,True,True,0.20329868301249754,1.0772246944424302,395,0,28,0,1,25,53,5
508378,Calgary,Alberta,824 13 Avenue SW,51.0411205,-114.0804713,Long Term,Apartment,1699.0,1 Bed,1,580,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/508378,Unfurnished,Immediate,Non-Smoking,True,True,0.20329868301249754,1.0772246944424302,395,0,28,0,1,25,53,5
508378,Calgary,Alberta,824 13 Avenue SW,51.0411205,-114.0804713,Long Term,Apartment,2199.0,2 Beds,1,760,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/508378,Unfurnished,July 01,Non-Smoking,True,True,0.20329868301249754,1.0772246944424302,395,0,28,0,1,25,53,5
508378,Calgary,Alberta,824 13 Avenue SW,51.0411205,-114.0804713,Long Term,Apartment,1699.0,1 Bed,1,580,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/508378,Unfurnished,July 01,Non-Smoking,True,True,0.20329868301249754,1.0772246944424302,395,0,28,0,1,25,53,5
508378,Calgary,Alberta,824 13 Avenue SW,51.0411205,-114.0804713,Long Term,Apartment,1749.0,1 Bed,1,563,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/508378,Unfurnished,Immediate,Non-Smoking,True,True,0.20329868301249754,1.0772246944424302,395,0,28,0,1,25,53,5
510224,Calgary,Alberta,1310 14 Ave SW,51.0406581,-114.0924003,Long Term,Apartment,1850.0,1 Bed,1,673,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/510224,Unfurnished,Immediate,Non-Smoking,True,True,0.6882339131950042,1.8676188562554028,251,0,17,0,1,15,36,1
510224,Calgary,Alberta,1310 14 Ave SW,51.0406581,-114.0924003,Long Term,Apartment,2350.0,1 Bed,1,789,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/510224,Unfurnished,Immediate,Non-Smoking,True,True,0.6882339131950042,1.8676188562554028,251,0,17,0,1,15,36,1
510224,Calgary,Alberta,1310 14 Ave SW,51.0406581,-114.0924003,Long Term,Apartment,1875.0,1 Bed,1,732,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/510224,Unfurnished,Immediate,Non-Smoking,True,True,0.6882339131950042,1.8676188562554028,251,0,17,0,1,15,36,1
510224,Calgary,Alberta,1310 14 Ave SW,51.0406581,-114.0924003,Long Term,Apartment,2000.0,2 Beds,1,870,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/510224,Unfurnished,Immediate,Non-Smoking,True,True,0.6882339131950042,1.8676188562554028,251,0,17,0,1,15,36,1
510224,Calgary,Alberta,1310 14 Ave SW,51.0406581,-114.0924003,Long Term,Apartment,1900.0,1 Bed,1,732,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/510224,Unfurnished,Immediate,Non-Smoking,True,True,0.6882339131950042,1.8676188562554028,251,0,17,0,1,15,36,1
477770,Calgary,Alberta,6707 Elbow Drive SW,50.993236,-114.083221,Long Term,Apartment,1690.0,1 Bed,1,570,/ab/calgary/rentals/apartment/1-bedroom/kelvin-grove/pet-friendly/477770,Unfurnished,Immediate,Non-Smoking,True,True,1.5603646386659873,0.8505722807677666,74,0,22,0,4,8,23,0
477770,Calgary,Alberta,6707 Elbow Drive SW,50.993236,-114.083221,Long Term,Apartment,2055.0,2 Beds,1,950,/ab/calgary/rentals/apartment/1-bedroom/kelvin-grove/pet-friendly/477770,Unfurnished,Immediate,Non-Smoking,True,True,1.5603646386659873,0.8505722807677666,74,0,22,0,4,8,23,0
504046,Calgary,Alberta,6527 36th Avenue NW,51.085539,-114.1844015,Long Term,Townhouse,2499.0,3 Beds,2,1150,/ab/calgary/rentals/townhouse/1-bedroom/bowness/pet-friendly/504046,Unfurnished,Immediate,Non-Smoking,True,True,1.3036457678823326,9.322506737172768,9,0,2,0,0,1,4,3
504046,Calgary,Alberta,6527 36th Avenue NW,51.085539,-114.1844015,Long Term,Townhouse,2199.0,2 Beds,2,,/ab/calgary/rentals/townhouse/1-bedroom/bowness/pet-friendly/504046,Unfurnished,July 01,Non-Smoking,True,True,1.3036457678823326,9.322506737172768,9,0,2,0,0,1,4,3
504046,Calgary,Alberta,6527 36th Avenue NW,51.085539,-114.1844015,Long Term,Townhouse,2399.0,3 Beds,2,1250,/ab/calgary/rentals/townhouse/1-bedroom/bowness/pet-friendly/504046,Unfurnished,July 01,Non-Smoking,True,True,1.3036457678823326,9.322506737172768,9,0,2,0,0,1,4,3
504046,Calgary,Alberta,6527 36th Avenue NW,51.085539,-114.1844015,Long Term,Townhouse,1750.0,1 Bed,1,550,/ab/calgary/rentals/townhouse/1-bedroom/bowness/pet-friendly/504046,Unfurnished,Immediate,Non-Smoking,True,True,1.3036457678823326,9.322506737172768,9,0,2,0,0,1,4,3
504046,Calgary,Alberta,6527 36th Avenue NW,51.085539,-114.1844015,Long Term,Townhouse,2299.0,3 Beds,2,950,/ab/calgary/rentals/townhouse/1-bedroom/bowness/pet-friendly/504046,Unfurnished,July 01,Non-Smoking,True,True,1.3036457678823326,9.322506737172768,9,0,2,0,0,1,4,3
433935,Calgary,Alberta,4637 MacLeod Trail SW,51.012017,-114.066371,Long Term,Apartment,1710.0,1 Bed,1,0,/ab/calgary/rentals/apartment/1-bedroom/stanley-park/pet-friendly/433935,Unfurnished,Immediate,Non-Smoking,True,True,2.4624086562301057,1.6845304456156753,46,0,12,0,0,7,10,2
433935,Calgary,Alberta,4637 MacLeod Trail SW,51.012017,-114.066371,Long Term,Apartment,2141.0,2 Beds,1,0,/ab/calgary/rentals/apartment/1-bedroom/stanley-park/pet-friendly/433935,Unfurnished,Immediate,Non-Smoking,True,True,2.4624086562301057,1.6845304456156753,46,0,12,0,0,7,10,2
567534,Calgary,Alberta,123 10 Ave SW,51.0431884,-114.0639771,Long Term,Apartment,1780.0,1 Bed,1,643,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/567534,Unfurnished,Immediate,Non-Smoking,True,True,1.1106404596299402,0.3546446963630202,351,0,28,0,2,21,46,12
567534,Calgary,Alberta,123 10 Ave SW,51.0431884,-114.0639771,Long Term,Apartment,2165.0,2 Beds,1,831,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/567534,Unfurnished,Immediate,Non-Smoking,True,True,1.1106404596299402,0.3546446963630202,351,0,28,0,2,21,46,12
78120,Calgary,Alberta,104 26 Avenue SW,51.029722,-114.064659,Long Term,Apartment,2404.0,2 Beds,2,1089,/ab/calgary/rentals/apartment/2-bedrooms/mission/pet-friendly/78120,Unfurnished,Immediate,Non-Smoking,True,True,0.8929785143046304,1.791746499436868,129,0,10,0,0,16,24,7
571765,Calgary,Alberta,930 15th Ave SW,51.0393792,-114.0830612,Long Term,Apartment,1980.0,1 Bed,1,655,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/571765,Unfurnished,Immediate,,True,True,0.3104941378129051,1.3316116184003783,340,0,27,0,1,22,49,3
571765,Calgary,Alberta,930 15th Ave SW,51.0393792,-114.0830612,Long Term,Apartment,2280.0,2 Beds,1.5,988,/ab/calgary/rentals/apartment/1-bedroom/connaught/pet-friendly/571765,Unfurnished,July 31,,True,True,0.3104941378129051,1.3316116184003783,340,0,27,0,1,22,49,3
471183,Calgary,Alberta,850 11 St SW,51.045561201644,-114.08818162038,Long Term,Apartment,2150.0,1 Bed,1,638,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/471183,Unfurnished,Immediate,Non-Smoking,True,True,0.2677991349914005,1.4841566803815782,323,0,22,0,1,20,45,2
471183,Calgary,Alberta,850 11 St SW,51.045561201644,-114.08818162038,Long Term,Apartment,2500.0,2 Beds,2,974,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/471183,Unfurnished,Immediate,Non-Smoking,True,True,0.2677991349914005,1.4841566803815782,323,0,22,0,1,20,45,2
471183,Calgary,Alberta,850 11 St SW,51.045561201644,-114.08818162038,Long Term,Apartment,3293.0,3 Beds,2,1326,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/471183,Unfurnished,Immediate,Non-Smoking,True,True,0.2677991349914005,1.4841566803815782,323,0,22,0,1,20,45,2
471183,Calgary,Alberta,850 11 St SW,51.045561201644,-114.08818162038,Long Term,Apartment,3314.0,2 Beds,2,1273,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/471183,Unfurnished,Immediate,Non-Smoking,True,True,0.2677991349914005,1.4841566803815782,323,0,22,0,1,20,45,2
471183,Calgary,Alberta,850 11 St SW,51.045561201644,-114.08818162038,Long Term,Apartment,3200.0,2 Beds,2,1015,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/471183,Unfurnished,Immediate,Non-Smoking,True,True,0.2677991349914005,1.4841566803815782,323,0,22,0,1,20,45,2
383003,Calgary,Alberta,220 4th Avenue SW,51.0497314,-114.0665144,Long Term,Apartment,1904.0,1 Bed,1,,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/383003,Unfurnished,Immediate,Non-Smoking,True,True,1.3279689965247605,0.44147045469218554,341,0,26,0,2,19,37,13
383003,Calgary,Alberta,220 4th Avenue SW,51.0497314,-114.0665144,Long Term,Apartment,2354.0,2 Beds,1,,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/383003,Unfurnished,Immediate,Non-Smoking,True,True,1.3279689965247605,0.44147045469218554,341,0,26,0,2,19,37,13
549577,Calgary,Alberta,125 Wolf Hollow Cres SE,50.8746915,-114.0032811,Long Term,Apartment,2000.0,1 Bed,1,662,/ab/calgary/rentals/apartment/1-bedroom/wolf-willow/non-smoking/549577,Unfurnished,Immediate,Non-Smoking,False,False,6.0577363812684855,14.502672606341658,3,0,1,0,0,1,1,1
507598,Calgary,Alberta,1124 5 Ave NW,51.057110174252,-114.09092689102,Long Term,Apartment,2650.0,2 Beds,2,892,/ab/calgary/rentals/apartment/2-bedrooms/hillhurst/pet-friendly/507598,Unfurnished,Immediate,Non-Smoking,True,True,1.2141089238088614,2.0970767541062054,132,0,8,0,1,7,19,4
507598,Calgary,Alberta,1124 5 Ave NW,51.057110174252,-114.09092689102,Long Term,Apartment,3400.0,3 Beds,2.5,1203,/ab/calgary/rentals/apartment/2-bedrooms/hillhurst/pet-friendly/507598,Unfurnished,Immediate,Non-Smoking,True,True,1.2141089238088614,2.0970767541062054,132,0,8,0,1,7,19,4
532711,Calgary,Alberta,524 10 Avenue SW,51.0437,-114.07212,Long Term,Apartment,6000.0,1 Bed,1,1039,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/532711,Furnished,Immediate,Non-Smoking,True,True,0.7695200585594932,0.42830213074990753,418,0,29,0,2,22,54,10
532711,Calgary,Alberta,524 10 Avenue SW,51.0437,-114.07212,Long Term,Apartment,11200.0,2 Beds,2,,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/532711,Furnished,Immediate,Non-Smoking,True,True,0.7695200585594932,0.42830213074990753,418,0,29,0,2,22,54,10
569438,Calgary,Alberta,13 SW 1002 SW,51.0438649,-114.0941417,Long Term,Apartment,1950.0,1 Bed,1,547,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/569438,Unfurnished,Immediate,,True,True,0.7234376210101009,1.9124462415364376,255,0,16,0,1,17,39,0
569438,Calgary,Alberta,13 SW 1002 SW,51.0438649,-114.0941417,Long Term,Apartment,2680.0,2 Beds,2,843,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/569438,Unfurnished,Immediate,,True,True,0.7234376210101009,1.9124462415364376,255,0,16,0,1,17,39,0
569438,Calgary,Alberta,13 SW 1002 SW,51.0438649,-114.0941417,Long Term,Apartment,1650.0,Studio,1,513,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/569438,Unfurnished,Immediate,,True,True,0.7234376210101009,1.9124462415364376,255,0,16,0,1,17,39,0
569438,Calgary,Alberta,13 SW 1002 SW,51.0438649,-114.0941417,Long Term,Apartment,3900.0,3 Beds,2,1042,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/569438,Unfurnished,Immediate,,True,True,0.7234376210101009,1.9124462415364376,255,0,16,0,1,17,39,0
566663,Calgary,Alberta,181 & 141 Skyview Bay NE,51.1567,-113.95709,Long Term,Apartment,1700.0,1 Bed,1,,/ab/calgary/rentals/apartment/1-bedroom/skyview/pet-friendly/566663,Unfurnished,Immediate,,True,True,8.29753590322132,7.397886343057232,16,0,2,0,1,2,1,0
566663,Calgary,Alberta,181 & 141 Skyview Bay NE,51.1567,-113.95709,Long Term,Apartment,2095.0,2 Beds,2,,/ab/calgary/rentals/apartment/1-bedroom/skyview/pet-friendly/566663,Unfurnished,Immediate,,True,True,8.29753590322132,7.397886343057232,16,0,2,0,1,2,1,0
561037,Calgary,Alberta,342 15 Avenue SW,51.038856,-114.069136,Long Term,Apartment,1695.0,1 Bed,1,570,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/561037,Unfurnished,Immediate,,True,True,0.786080490564535,0.7838752628316502,371,0,27,0,2,20,45,8
553991,Calgary,Alberta,535 20 Avenue SW,51.0349535,-114.0735062,Short Term,Apartment,1750.0,2 Beds,1,,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/short-term/553991,Unfurnished,Immediate,,False,False,0.2576688857365625,1.2871074068561614,295,0,26,0,0,22,41,5
553991,Calgary,Alberta,535 20 Avenue SW,51.0349535,-114.0735062,Short Term,Apartment,1500.0,1 Bed,1,,/ab/calgary/rentals/apartment/1-bedroom/cliff-bungalow/short-term/553991,Unfurnished,Immediate,,False,False,0.2576688857365625,1.2871074068561614,295,0,26,0,0,22,41,5
535808,Calgary,Alberta,2232 33 Avenue Southwest,51.0242003,-114.1137206,Long Term,Apartment,2000.0,1 Bed,1.5,700,/ab/calgary/rentals/apartment/1-bedroom/south-calgary/pet-friendly/535808,Unfurnished,Immediate,Non-Smoking,True,True,1.6057699647577774,4.055440597528077,51,0,12,0,3,8,10,0
477774,Calgary,Alberta,912 6th Avenue SW,51.0481568,-114.0816373,Long Term,Apartment,1715.0,1 Bed,1,530,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/477774,Unfurnished,Immediate,Non-Smoking,True,True,0.27313205026201753,1.0601763490178835,421,0,26,0,2,22,51,6
454557,Calgary,Alberta,611 7 Ave SE,51.0458488,-114.0498504,Long Term,Apartment,1825.0,1 Bed,1,562,/ab/calgary/rentals/apartment/1-bedroom/east-village/pet-friendly/454557,Unfurnished,Immediate,Non-Smoking,True,True,0.7151838485832699,1.19572597436422,214,0,17,0,2,14,28,20
454557,Calgary,Alberta,611 7 Ave SE,51.0458488,-114.0498504,Long Term,Apartment,2435.0,2 Beds,2,882,/ab/calgary/rentals/apartment/1-bedroom/east-village/pet-friendly/454557,Unfurnished,Immediate,Non-Smoking,True,True,0.7151838485832699,1.19572597436422,214,0,17,0,2,14,28,20
454557,Calgary,Alberta,611 7 Ave SE,51.0458488,-114.0498504,Long Term,Apartment,3399.0,3 Beds,2,1143,/ab/calgary/rentals/apartment/1-bedroom/east-village/pet-friendly/454557,Unfurnished,Immediate,Non-Smoking,True,True,0.7151838485832699,1.19572597436422,214,0,17,0,2,14,28,20
454557,Calgary,Alberta,611 7 Ave SE,51.0458488,-114.0498504,Long Term,Apartment,2520.0,2 Beds,2,920,/ab/calgary/rentals/apartment/1-bedroom/east-village/pet-friendly/454557,Unfurnished,Immediate,Non-Smoking,True,True,0.7151838485832699,1.19572597436422,214,0,17,0,2,14,28,20
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,1763.0,Studio,1,424,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,1812.0,Studio,1,389,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2522.0,2 Beds,1.5,962,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,July 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2418.0,2 Beds,1,834,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,Immediate,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2196.0,1 Bed,1,562,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,July 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2621.0,2 Beds,2,961,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,1774.0,Studio,1,424,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,Immediate,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2518.0,2 Beds,2,895,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2076.0,1 Bed,1,543,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,Immediate,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,0.0,2 Beds,2,961,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2168.0,1 Bed,1,543,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,July 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2610.0,2 Beds,2,895,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2639.0,2 Beds,2,961,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,July 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2180.0,1 Bed,1,543,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,July 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2135.0,1 Bed,1,562,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2582.0,2 Beds,2,895,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
417846,Calgary,Alberta,919 10 Ave SW,51.043534,-114.082819,Long Term,Apartment,2511.0,2 Beds,2,895,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/417846,Unfurnished,August 01,Non-Smoking,True,True,0.15185638802175108,1.1366522390284441,407,0,27,0,1,25,53,6
343049,Calgary,Alberta,2528 66 Avenue SW,50.994972,-114.119563,Long Term,Apartment,2341.0,2 Beds,1,870,/ab/calgary/rentals/apartment/1-bedroom/lakeview/pet-friendly/343049,Unfurnished,September 07,Smoke Free Building,True,False,2.218686064555662,3.263445549581426,10,0,8,0,0,1,3,1
343049,Calgary,Alberta,2528 66 Avenue SW,50.994972,-114.119563,Long Term,Apartment,1668.0,1 Bed,1,747,/ab/calgary/rentals/apartment/1-bedroom/lakeview/pet-friendly/343049,Unfurnished,Immediate,Smoke Free Building,True,False,2.218686064555662,3.263445549581426,10,0,8,0,0,1,3,1
343049,Calgary,Alberta,2528 66 Avenue SW,50.994972,-114.119563,Long Term,Apartment,1688.0,1 Bed,1,613,/ab/calgary/rentals/apartment/1-bedroom/lakeview/pet-friendly/343049,Unfurnished,Immediate,Smoke Free Building,True,False,2.218686064555662,3.263445549581426,10,0,8,0,0,1,3,1
513194,Calgary,Alberta,4613 Seton Dr,50.877412477964,-113.94639115026,Long Term,Townhouse,2725.0,3 Beds,2,1423,/ab/calgary/rentals/townhouse/2-bedrooms/seton/pet-friendly/513194,Unfurnished,July 12,,True,True,9.141416997521091,16.03286116816849,9,0,1,0,0,3,1,1
513194,Calgary,Alberta,4613 Seton Dr,50.877412477964,-113.94639115026,Long Term,Townhouse,1995.0,2 Beds,1,616,/ab/calgary/rentals/townhouse/2-bedrooms/seton/pet-friendly/513194,Unfurnished,Immediate,,True,True,9.141416997521091,16.03286116816849,9,0,1,0,0,3,1,1
513194,Calgary,Alberta,4613 Seton Dr,50.877412477964,-113.94639115026,Long Term,Townhouse,2050.0,2 Beds,2,1030,/ab/calgary/rentals/townhouse/2-bedrooms/seton/pet-friendly/513194,Unfurnished,Immediate,,True,True,9.141416997521091,16.03286116816849,9,0,1,0,0,3,1,1
513194,Calgary,Alberta,4613 Seton Dr,50.877412477964,-113.94639115026,Long Term,Townhouse,1430.0,1 Bed,1,501,/ab/calgary/rentals/townhouse/2-bedrooms/seton/pet-friendly/513194,Unfurnished,Immediate,,True,True,9.141416997521091,16.03286116816849,9,0,1,0,0,3,1,1
513194,Calgary,Alberta,4613 Seton Dr,50.877412477964,-113.94639115026,Long Term,Townhouse,1995.0,2 Beds,2,948,/ab/calgary/rentals/townhouse/2-bedrooms/seton/pet-friendly/513194,Unfurnished,Immediate,,True,True,9.141416997521091,16.03286116816849,9,0,1,0,0,3,1,1
518134,Calgary,Alberta,4135 University Ave NW,51.0775801,-114.1475871,Long Term,Apartment,1999.0,1 Bed,1,535,/ab/calgary/rentals/apartment/1-bedroom/university-district/pet-friendly/518134,Unfurnished,August 01,Non-Smoking,True,True,1.3497110076671595,6.6530750843710065,93,0,12,0,0,7,44,1
518134,Calgary,Alberta,4135 University Ave NW,51.0775801,-114.1475871,Long Term,Apartment,3100.0,2 Beds,2,820,/ab/calgary/rentals/apartment/1-bedroom/university-district/pet-friendly/518134,Unfurnished,Immediate,Non-Smoking,True,True,1.3497110076671595,6.6530750843710065,93,0,12,0,0,7,44,1
518134,Calgary,Alberta,4135 University Ave NW,51.0775801,-114.1475871,Long Term,Apartment,2150.0,1 Bed,1,670,/ab/calgary/rentals/apartment/1-bedroom/university-district/pet-friendly/518134,Unfurnished,August 01,Non-Smoking,True,True,1.3497110076671595,6.6530750843710065,93,0,12,0,0,7,44,1
518134,Calgary,Alberta,4135 University Ave NW,51.0775801,-114.1475871,Long Term,Apartment,2050.0,1 Bed,1,635,/ab/calgary/rentals/apartment/1-bedroom/university-district/pet-friendly/518134,Unfurnished,August 01,Non-Smoking,True,True,1.3497110076671595,6.6530750843710065,93,0,12,0,0,7,44,1
518134,Calgary,Alberta,4135 University Ave NW,51.0775801,-114.1475871,Long Term,Apartment,2800.0,2 Beds,2,820,/ab/calgary/rentals/apartment/1-bedroom/university-district/pet-friendly/518134,Unfurnished,Immediate,Non-Smoking,True,True,1.3497110076671595,6.6530750843710065,93,0,12,0,0,7,44,1
518134,Calgary,Alberta,4135 University Ave NW,51.0775801,-114.1475871,Long Term,Apartment,3750.0,3 Beds,2,1150,/ab/calgary/rentals/apartment/1-bedroom/university-district/pet-friendly/518134,Unfurnished,July 01,Non-Smoking,True,True,1.3497110076671595,6.6530750843710065,93,0,12,0,0,7,44,1
537535,Calgary,Alberta,4501 37th Street NW,51.091526,-114.141185,Long Term,Apartment,1680.0,1 Bed,1,640,/ab/calgary/rentals/apartment/1-bedroom/varsity/pet-friendly/537535,Unfurnished,July 01,Non-Smoking,True,True,1.7177652439834132,7.2655215444364,76,0,25,0,1,5,53,0
